voltage_V,current_A,temperature_C,soc_percent,soh_percent,internal_resistance_mOhm,charge_cycles,ambient_temp_C,fault
3.566,2.49,56.06,67.82,78.17,49.63,834,25.94,1
3.641,1.8,35.43,18.52,80.74,108.43,1199,29.97,1
3.81,0.7,32.98,44.05,98.38,32.16,572,25.48,0
3.661,2.881,54.41,56.09,89.92,31.34,930,34.96,1
3.622,2.804,27.33,41.89,92.32,38.82,366,25.16,0
3.661,1.614,59.6,40.32,77.61,64.75,751,30.62,1
3.687,2.556,30.13,75.02,97.4,27.07,229,24.24,0
2.86,3.069,31.62,18.48,90.01,49.08,599,37.01,1
3.5,2.111,29.79,85.07,93.73,49.34,271,30.23,0
3.557,1.168,47.21,43.17,84.77,64.05,1100,28.25,1
3.592,1.815,29.57,29.46,81.64,106.8,1373,27.11,1
3.768,1.531,28.42,62.33,92.32,37.06,656,28.51,0
3.615,1.322,36.01,21.42,82.7,113.57,954,35.58,1
3.727,1.821,29.09,56.69,95.48,43.18,401,24.66,0
3.804,1.875,31.41,90.31,98.94,37.26,717,27.74,0
3.499,2.293,29.18,29.49,71.67,109.51,1499,33.67,1
3.698,2.511,31.18,79.0,93.11,33.73,719,28.38,0
3.579,3.354,51.41,51.18,80.5,56.19,1072,31.96,1
3.64,2.768,25.75,55.22,99.93,45.85,156,28.58,0
3.399,2.074,31.88,20.38,70.01,92.54,892,27.12,1
3.695,2.874,31.17,72.13,94.56,38.52,162,27.03,0
3.649,1.807,34.95,45.49,78.98,93.13,654,37.31,1
3.424,2.409,41.98,23.64,84.36,79.33,818,33.76,1
2.808,2.857,24.24,58.76,84.44,52.46,1089,25.0,1
3.532,1.229,54.42,30.07,78.4,56.14,1168,31.79,1
3.524,1.268,32.91,42.74,91.27,43.51,589,20.99,0
3.764,1.634,31.95,77.62,91.82,36.63,148,25.45,0
3.581,1.611,29.04,40.62,74.75,86.17,690,28.41,1
3.299,1.061,32.83,62.19,75.98,113.75,1157,28.81,1
2.824,1.733,33.2,43.49,80.34,51.48,542,29.32,1
3.047,3.023,34.7,19.38,80.3,39.45,969,25.39,1
3.56,2.163,27.69,60.17,85.89,87.4,599,36.79,1
3.458,1.891,39.05,50.31,73.14,100.69,1084,32.96,1
3.484,1.337,39.79,43.77,73.61,95.34,847,26.94,1
3.714,2.14,27.67,62.87,90.97,38.28,142,24.24,0
3.037,2.055,34.29,58.65,91.84,58.2,1091,33.4,1
3.682,1.603,27.88,52.63,92.61,46.46,540,24.13,0
3.457,2.523,25.77,46.62,90.18,40.11,243,31.03,0
3.722,1.628,31.53,66.57,99.18,40.66,180,28.78,0
2.843,0.911,29.33,41.73,82.52,33.95,340,34.86,1
2.814,1.624,29.21,36.86,83.93,42.09,1077,30.38,1
3.617,2.7,29.76,43.31,98.64,40.58,738,28.55,0
3.768,1.272,32.07,94.46,91.62,37.23,289,27.51,0
3.493,2.852,29.83,34.78,70.36,99.18,1356,26.37,1
2.994,3.057,26.08,46.47,83.29,51.62,661,27.74,1
3.496,2.819,48.79,39.56,75.82,51.33,608,28.63,1
3.873,2.027,30.55,56.96,90.5,41.73,536,25.71,0
3.767,2.425,29.65,87.76,95.11,31.8,540,29.06,0
2.857,2.714,39.02,22.53,89.43,53.52,521,32.78,1
3.727,2.242,23.26,67.14,92.88,39.27,451,29.07,0
3.8,2.878,32.3,96.71,92.23,40.3,246,29.73,0
3.483,2.515,64.85,21.93,76.52,53.5,836,29.13,1
3.798,1.675,27.55,70.47,92.53,40.85,502,28.12,0
2.962,3.009,33.1,56.88,91.16,51.95,433,28.95,1
2.872,2.957,32.92,18.64,80.03,44.78,1109,30.28,1
3.738,2.03,25.97,57.77,96.39,32.5,674,31.55,0
3.663,1.675,30.89,66.98,96.71,40.87,240,26.08,0
3.64,1.805,25.26,64.96,97.81,39.68,355,20.04,0
3.614,1.428,39.22,19.11,75.89,85.8,785,26.21,1
3.736,2.335,35.83,42.98,99.22,35.2,555,27.17,0
3.716,1.627,34.14,85.63,97.78,45.7,274,28.26,0
3.736,2.633,27.83,49.56,97.36,36.93,80,27.91,0
3.587,1.529,29.1,70.2,95.17,37.75,141,26.67,0
3.204,2.235,26.86,68.06,78.24,74.97,650,31.66,1
3.479,2.79,37.8,47.36,88.08,84.58,1237,28.99,1
3.677,1.767,31.81,92.61,90.11,38.52,713,29.52,0
3.852,1.418,33.16,61.22,74.38,84.7,772,29.25,1
3.861,1.474,28.31,81.89,97.44,46.93,343,22.35,0
3.807,1.573,28.79,46.3,98.6,45.66,582,31.66,0
3.715,1.984,28.26,68.1,98.53,35.08,659,29.02,0
3.708,2.953,60.71,49.03,81.33,54.37,997,33.17,1
3.441,1.178,29.2,18.11,83.11,111.77,1363,33.66,1
3.344,1.65,33.62,67.21,71.84,101.55,1087,38.07,1
3.746,2.145,30.15,59.51,96.81,43.9,465,25.63,0
3.604,1.98,62.74,62.48,80.92,58.43,1012,33.19,1
3.692,1.41,28.24,51.14,92.54,41.28,685,25.21,0
3.051,2.865,28.49,11.73,93.76,51.14,630,38.4,1
3.638,1.016,30.26,53.88,95.25,34.69,447,24.22,0
3.784,1.876,25.43,74.01,91.43,53.65,200,25.93,0
3.609,2.259,48.78,61.61,87.35,45.12,1146,32.56,1
3.75,1.884,30.98,69.08,95.49,47.94,356,25.63,0
3.816,0.825,30.43,93.54,98.41,48.09,720,27.16,0
3.635,2.422,44.84,65.92,88.86,101.16,874,32.0,1
3.616,1.992,31.29,58.92,98.67,48.73,431,27.89,0
3.614,1.685,49.05,68.08,79.64,53.49,705,24.92,1
3.663,1.543,27.05,50.74,96.42,37.52,356,35.07,0
3.446,-0.087,44.08,47.95,73.55,97.43,1058,37.42,1
3.504,1.773,31.59,79.36,96.94,34.95,285,23.43,0
3.517,2.107,49.98,44.31,80.53,48.75,732,33.46,1
3.071,3.179,31.0,27.42,94.97,60.66,782,25.01,1
3.063,2.562,27.73,32.91,84.91,47.85,894,34.57,1
2.962,3.253,28.14,46.89,85.05,53.95,571,29.54,1
3.596,3.111,32.49,94.75,92.66,37.02,441,31.65,0
3.485,2.135,33.12,17.19,83.88,102.7,693,34.7,1
2.821,2.427,36.16,32.55,83.82,52.22,865,36.07,1
3.365,2.822,22.79,34.37,80.89,89.67,1056,33.97,1
3.68,1.432,35.96,55.97,96.56,37.72,562,27.93,0
3.891,2.95,34.63,55.16,94.14,41.84,743,28.0,0
3.624,2.247,34.36,18.36,80.18,103.33,1163,35.38,1
3.451,2.873,50.51,38.57,87.63,54.35,777,31.01,1
3.017,2.586,29.95,25.29,84.15,52.33,757,32.07,1
3.694,2.37,60.16,42.18,84.43,62.31,959,34.42,1
3.372,0.536,33.42,18.06,79.22,116.86,1309,26.48,1
3.643,1.824,24.61,61.93,91.21,39.9,409,27.23,0
3.677,2.348,30.19,52.02,94.11,49.7,744,34.31,0
3.492,1.903,31.56,27.05,86.41,74.51,632,29.45,1
3.706,1.035,32.52,61.7,96.21,35.46,103,28.72,0
3.617,2.384,24.3,40.48,93.42,40.94,85,31.56,0
3.508,2.146,32.38,54.64,77.07,109.07,1406,32.27,1
3.593,2.03,60.28,67.96,75.7,49.41,561,29.73,1
3.401,2.422,27.26,48.93,76.8,70.2,1172,27.05,1
3.449,2.068,41.29,46.89,86.71,89.94,1038,29.6,1
3.313,2.068,51.21,70.86,83.63,59.88,894,24.4,1
3.539,1.874,33.22,78.99,95.28,37.97,132,27.29,0
3.546,2.769,62.4,46.3,89.38,73.16,955,29.15,1
2.854,2.441,26.81,45.29,92.42,53.62,766,30.82,1
3.286,1.923,34.0,36.42,87.36,99.7,1305,33.14,1
3.566,2.482,50.16,70.76,84.31,62.11,717,29.39,1
3.57,2.161,29.71,47.55,95.06,37.62,150,28.73,0
3.636,1.268,27.82,95.19,99.9,40.92,254,30.7,0
3.698,1.896,27.64,58.43,97.49,45.6,616,24.81,0
2.883,2.553,35.05,47.78,85.26,49.94,464,28.79,1
3.598,1.756,47.86,44.99,89.59,67.42,629,31.97,1
3.569,1.53,27.89,63.74,92.58,36.65,307,29.25,0
3.506,1.769,30.7,90.35,95.19,35.64,371,24.72,0
3.63,0.813,31.45,95.41,90.88,42.61,654,24.46,0
2.89,1.888,28.94,45.16,87.27,52.49,678,29.59,1
3.623,2.366,31.16,58.66,99.36,39.8,282,24.6,0
3.51,1.774,41.75,45.74,75.29,80.46,935,38.88,1
3.592,2.147,28.48,89.88,96.67,45.06,688,26.08,0
3.543,2.541,31.43,48.73,71.23,75.07,504,27.28,1
2.845,2.126,33.43,35.67,85.39,34.38,507,32.84,1
3.812,2.079,31.51,46.44,94.64,39.37,714,32.73,0
3.046,2.484,31.64,25.94,88.93,55.4,814,33.55,1
3.422,2.934,55.05,64.69,83.0,56.14,1170,34.86,1
3.7,2.608,30.53,96.4,91.68,29.46,112,30.0,0
3.042,1.929,25.49,57.13,90.45,42.59,410,37.91,1
3.763,2.091,26.75,60.82,96.45,33.48,565,29.25,0
2.939,2.775,40.09,41.9,89.4,45.75,507,29.68,1
3.578,1.901,26.95,72.96,91.8,38.15,149,30.17,0
3.423,1.761,41.12,47.1,75.21,114.65,1076,31.9,1
2.841,3.318,31.94,35.67,93.22,58.79,791,29.08,1
3.624,2.519,47.81,55.02,77.99,52.72,1155,27.65,1
3.367,3.018,54.07,46.29,85.53,37.36,940,38.17,1
3.002,1.492,34.2,53.11,87.45,49.9,1091,40.71,1
3.668,1.81,27.14,95.34,95.41,39.29,98,22.17,0
3.778,2.167,29.93,72.55,90.12,45.46,748,29.02,0
3.556,2.045,61.73,48.18,86.25,52.22,450,33.42,1
3.696,0.898,56.94,69.09,87.32,65.77,552,32.72,1
3.759,2.347,19.69,58.26,94.08,41.82,618,31.23,0
3.735,1.134,32.7,75.42,94.13,44.71,158,24.34,0
3.634,2.336,51.3,56.71,84.87,56.84,453,34.79,1
3.563,2.01,53.03,61.3,78.6,58.85,863,23.04,1
3.581,2.423,55.6,46.95,88.81,55.04,473,29.82,1
3.74,2.362,34.37,85.55,98.27,37.92,270,27.45,0
3.74,1.791,23.95,79.64,92.68,40.7,261,29.32,0
3.742,1.817,27.54,70.59,94.16,38.95,130,26.25,0
3.775,1.43,32.58,96.58,96.76,44.7,541,18.11,0
3.708,1.539,21.76,70.97,97.81,43.92,471,25.16,0
3.067,3.699,28.56,55.36,83.01,51.66,502,24.97,1
2.89,2.456,31.03,58.68,94.67,57.36,515,28.18,1
3.439,1.793,33.91,18.21,72.89,74.46,1424,35.64,1
3.836,1.842,33.04,88.92,93.39,48.99,539,25.9,0
2.941,3.193,25.07,12.93,91.82,45.44,1158,34.05,1
3.589,2.205,55.58,28.61,88.64,55.4,650,28.66,1
4.093,1.986,25.28,64.99,99.21,35.3,341,26.26,0
3.667,1.886,52.13,59.67,89.49,49.25,882,33.33,1
3.79,2.036,30.36,90.33,91.92,40.8,317,28.92,0
3.792,1.914,34.29,64.71,96.49,49.54,572,29.51,0
3.601,1.917,27.09,73.1,99.75,40.32,422,27.27,0
3.702,1.577,34.59,54.46,88.59,70.67,1277,27.27,1
3.701,2.017,33.02,39.16,88.15,113.9,883,29.07,1
3.558,2.474,38.52,68.79,83.01,99.54,1392,31.35,1
3.534,2.367,32.89,39.38,83.45,78.46,1040,28.48,1
3.656,2.189,29.96,64.6,97.95,36.51,607,24.96,0
3.81,2.24,57.79,37.21,88.83,57.08,1128,33.41,1
3.711,2.132,32.18,48.88,98.41,38.44,92,29.06,0
3.677,2.575,64.16,51.96,81.01,64.66,1021,27.77,1
3.615,1.919,31.85,62.92,99.73,34.92,700,25.05,0
2.852,2.469,29.67,45.02,94.62,49.81,469,37.41,1
3.786,2.408,31.82,42.78,92.47,40.78,164,25.87,0
2.87,1.826,21.85,23.2,80.46,49.56,530,26.0,1
3.715,1.914,24.03,91.62,91.01,33.0,449,22.78,0
3.607,1.692,27.15,50.34,99.92,42.98,305,27.73,0
3.738,2.306,32.76,77.13,90.67,41.41,65,31.25,0
3.824,1.219,31.43,50.34,98.42,39.0,381,32.08,0
3.723,2.046,23.65,55.11,93.54,31.26,513,27.62,0
3.412,2.954,48.37,45.99,81.65,67.38,586,39.86,1
3.792,1.661,31.03,63.88,92.94,31.76,571,23.53,0
3.726,1.714,30.76,45.34,95.08,36.67,399,28.35,0
3.517,1.115,31.1,81.02,98.21,40.48,123,30.32,0
3.576,3.239,63.91,34.85,86.16,53.92,875,34.36,1
3.733,1.544,27.45,52.05,98.63,36.82,570,26.85,0
3.708,1.918,31.64,59.22,95.11,35.88,322,29.0,0
3.876,1.383,28.53,77.49,96.74,45.68,482,27.11,0
3.501,2.122,45.13,39.51,89.05,84.37,580,28.96,1
3.94,2.423,24.8,60.92,96.52,40.82,509,27.44,0
3.599,2.838,32.15,66.78,96.26,35.09,292,27.57,0
3.932,1.694,29.52,86.61,97.82,39.76,706,28.85,0
3.795,2.167,28.51,99.14,97.72,41.14,537,27.03,0
3.462,0.749,31.47,94.92,92.74,48.97,304,28.05,0
3.446,1.71,41.85,41.21,83.99,76.3,1313,30.09,1
3.536,2.19,23.81,25.72,86.53,101.73,516,23.6,1
3.773,2.156,26.05,40.71,91.63,39.74,574,29.08,0
3.355,2.117,61.47,49.98,83.85,54.37,1132,32.44,1
3.598,1.679,36.73,55.65,82.6,70.96,1094,35.81,1
3.397,1.833,34.66,55.83,86.11,102.96,865,36.15,1
3.592,2.825,54.74,28.69,81.23,53.11,1088,33.19,1
3.338,1.373,40.29,39.95,77.62,97.64,973,27.28,1
3.615,2.498,61.33,49.72,87.02,54.68,490,30.67,1
3.619,1.784,33.82,58.47,95.67,35.58,218,30.84,0
3.099,2.562,31.53,53.05,89.81,57.47,626,26.47,1
3.82,1.612,32.26,48.1,97.29,41.24,611,25.5,0
3.512,2.582,32.6,55.36,97.72,36.02,612,24.76,0
3.673,2.65,25.01,50.82,76.72,104.64,1428,28.61,1
3.596,1.946,29.33,70.48,93.28,46.48,285,24.05,0
3.6,1.989,30.41,70.89,98.46,31.34,435,23.07,0
3.531,2.48,54.32,52.49,79.03,50.65,552,28.05,1
3.752,2.379,25.44,63.87,96.39,30.86,538,27.85,0
3.767,2.825,30.84,91.7,90.8,38.89,479,26.12,0
3.728,2.862,27.61,71.48,92.97,48.55,133,27.11,0
3.923,2.737,25.87,71.23,99.13,28.78,428,27.02,0
3.685,1.047,53.72,41.08,85.67,54.36,1062,29.67,1
3.486,2.974,37.48,47.18,74.28,109.59,1439,32.1,1
3.706,1.895,31.85,43.38,99.62,39.5,772,29.62,0
3.799,2.063,28.1,44.17,94.71,46.04,618,31.36,0
3.599,2.147,31.7,86.74,94.54,36.34,674,22.56,0
3.531,1.095,63.92,42.28,79.0,53.43,1142,28.88,1
3.836,1.463,30.63,69.79,94.03,33.01,84,29.13,0
3.564,2.304,64.73,36.8,82.91,58.1,1011,24.78,1
3.428,1.639,26.23,18.76,87.06,82.04,660,29.78,1
3.545,2.065,28.15,56.04,92.6,38.03,307,32.7,0
3.729,1.644,28.64,89.5,97.39,44.24,717,33.51,0
3.634,0.772,64.64,24.9,88.44,54.38,625,27.53,1
3.776,2.835,27.21,63.11,99.85,43.04,410,26.2,0
3.564,2.355,56.96,34.48,77.7,76.75,595,30.74,1
3.708,1.341,35.0,47.27,90.08,52.32,222,30.18,0
3.531,1.256,30.46,44.05,94.76,43.73,158,25.8,0
3.203,2.135,39.04,22.16,70.68,119.29,1059,36.97,1
2.925,2.236,33.09,18.65,91.09,47.15,759,28.47,1
3.861,1.595,31.26,45.72,98.63,38.38,498,30.76,0
3.646,2.862,64.34,48.91,79.33,51.08,836,30.92,1
3.756,1.888,25.99,72.96,91.14,37.31,329,23.69,0
3.568,3.231,57.03,40.23,84.31,49.38,1044,29.69,1
3.49,2.276,59.92,56.04,77.45,56.51,647,30.07,1
3.756,2.283,31.53,71.53,92.9,39.36,738,26.61,0
3.71,2.277,55.25,70.11,89.63,48.17,564,30.73,1
3.551,2.263,35.35,19.18,76.14,92.3,1285,34.46,1
3.815,1.564,30.74,91.2,91.34,39.33,278,28.91,0
3.085,2.328,37.01,37.07,84.78,57.56,405,28.2,1
3.711,1.376,30.7,47.01,90.53,33.97,116,26.36,0
3.537,2.705,35.39,33.12,76.77,92.56,1241,39.01,1
3.633,2.165,30.67,89.92,98.72,49.11,395,25.69,0
3.616,1.332,27.66,65.6,94.64,36.14,534,30.08,0
3.602,1.499,30.57,93.3,95.54,48.1,581,28.27,0
3.707,2.051,29.97,42.48,97.5,41.01,594,25.84,0
3.757,2.122,29.91,96.07,95.53,30.33,471,26.36,0
3.675,2.976,32.3,62.1,89.56,116.77,1063,32.5,1
3.361,2.499,38.21,65.85,85.79,92.71,831,33.25,1
3.722,2.461,50.13,21.95,86.28,68.15,863,26.41,1
3.679,2.097,30.27,72.9,97.53,34.18,348,27.99,0
3.704,2.516,29.29,76.57,97.83,46.53,790,25.78,0
3.83,2.225,30.97,46.45,96.08,34.81,332,24.34,0
3.631,2.0,35.58,77.59,94.79,39.84,315,24.41,0
3.531,2.571,29.78,55.24,93.05,42.32,435,31.33,0
3.651,2.486,60.71,68.49,75.86,61.6,1067,25.8,1
3.695,1.761,57.72,20.37,87.33,59.95,826,24.38,1
3.375,2.259,27.15,15.81,73.23,79.5,1054,31.32,1
3.741,1.736,26.87,64.94,97.14,39.03,128,23.72,0
3.631,2.244,38.39,24.06,78.21,77.45,1464,26.64,1
3.777,1.837,33.03,53.59,93.44,46.53,533,33.0,0
3.765,1.607,33.55,94.29,92.8,36.68,623,33.01,0
3.909,2.634,33.83,84.38,99.69,36.31,109,28.99,0
2.831,2.513,33.16,50.16,93.32,43.92,1163,35.27,1
3.653,1.85,50.95,28.47,84.59,55.92,463,25.52,1
3.604,1.333,27.67,59.86,91.04,29.37,688,31.49,0
3.679,1.369,27.94,34.31,70.16,108.44,1111,32.4,1
3.538,3.114,57.98,75.05,81.04,59.92,1055,31.0,1
3.751,1.493,25.31,97.94,99.02,42.36,691,33.03,0
3.764,2.433,35.47,50.06,74.11,109.12,691,32.76,1
3.711,2.6,28.45,52.08,96.23,40.49,716,28.47,0
3.651,2.448,33.15,80.97,96.85,41.75,610,24.41,0
3.522,2.178,26.5,98.96,97.23,38.27,604,29.98,0
2.91,3.141,32.86,49.34,86.9,53.58,468,30.63,1
3.665,2.107,32.6,67.74,94.05,36.35,288,27.52,0
3.619,2.126,32.85,43.89,86.08,94.57,1319,26.56,1
3.714,3.06,35.19,68.81,78.32,70.78,1293,34.07,1
2.817,2.258,28.33,34.45,88.45,62.12,454,30.83,1
3.582,2.065,56.94,74.48,88.29,42.64,453,32.57,1
3.616,2.081,50.56,79.01,85.39,57.55,885,37.86,1
3.601,2.571,54.88,74.71,85.06,44.61,1084,26.7,1
3.627,3.151,55.86,28.99,86.85,57.87,489,29.21,1
2.891,2.508,31.96,26.58,90.7,46.39,412,29.9,1
3.712,2.17,61.84,36.38,78.57,44.94,1036,33.85,1
3.425,1.868,52.85,54.79,84.78,55.84,760,38.37,1
3.631,2.38,32.82,43.76,92.09,32.12,276,28.59,0
3.694,2.379,27.95,61.69,96.01,36.31,780,27.61,0
3.748,2.302,34.35,59.99,94.99,37.68,136,31.65,0
3.745,2.345,32.51,41.06,91.28,38.23,640,29.25,0
3.781,2.891,46.75,37.96,81.44,55.7,920,31.52,1
2.984,2.387,35.06,52.27,82.43,56.35,998,31.12,1
2.881,2.35,31.74,12.57,89.31,48.05,386,29.97,1
3.668,2.045,34.01,47.32,91.35,32.12,130,27.9,0
3.718,1.598,57.5,24.51,89.8,56.89,988,31.32,1
3.792,1.603,34.61,74.06,93.87,36.18,442,25.81,0
3.066,1.848,28.07,11.48,81.09,40.47,489,33.22,1
3.684,1.709,45.83,27.8,77.85,60.27,575,35.65,1
2.975,1.666,33.44,27.06,88.53,46.89,639,37.02,1
3.053,2.69,37.25,13.43,93.58,52.61,957,29.08,1
2.836,2.387,29.43,14.39,82.9,58.07,704,31.22,1
3.091,2.737,32.54,13.79,85.12,49.68,1032,29.09,1
3.575,2.851,25.96,62.32,97.22,43.2,700,30.87,0
3.838,1.372,31.05,67.69,97.21,49.09,452,25.05,0
3.732,2.479,31.43,50.1,99.52,40.13,307,28.86,0
3.644,2.476,29.23,61.72,70.74,116.62,901,33.95,1
3.67,1.481,28.4,97.97,94.3,42.57,436,24.01,0
3.478,2.043,28.19,81.12,91.99,37.34,631,29.19,0
3.603,1.974,29.31,58.76,90.66,42.89,699,26.4,0
3.428,1.794,39.91,40.44,77.17,102.25,982,33.88,1
3.827,2.224,29.02,40.27,99.56,43.43,116,24.02,0
3.603,2.008,29.02,32.82,70.34,77.31,1098,25.28,1
3.062,2.206,32.41,47.42,84.95,41.71,423,25.19,1
3.705,2.265,32.44,94.44,99.86,46.42,624,21.77,0
3.663,1.435,47.78,23.2,75.75,55.58,780,27.29,1
3.835,3.1,31.49,90.75,93.76,30.18,82,31.26,0
2.805,3.351,29.36,40.36,83.12,48.78,906,26.89,1
3.027,2.303,29.14,35.76,89.84,50.47,903,31.86,1
3.754,2.299,28.87,99.81,90.94,43.99,571,22.11,0
3.514,2.335,29.94,35.43,75.41,94.74,947,27.17,1
3.746,2.897,29.85,99.83,98.31,44.92,544,30.07,0
3.485,2.307,51.87,74.91,86.66,50.99,535,34.75,1
3.635,1.898,49.98,63.85,83.56,36.88,1119,31.44,1
3.806,2.097,33.78,50.81,95.64,36.76,528,19.41,0
3.674,2.577,30.37,34.75,82.68,97.22,1035,21.96,1
2.96,2.85,37.42,12.95,92.58,49.17,994,29.11,1
3.828,1.932,29.55,98.72,91.83,38.53,482,30.56,0
3.474,1.64,32.31,89.13,94.24,33.9,293,32.15,0
3.657,2.184,51.24,48.56,77.81,50.01,602,31.81,1
2.859,1.982,31.2,18.2,88.93,58.17,792,30.72,1
3.59,1.134,33.3,34.63,75.51,80.74,1311,38.47,1
3.703,2.782,30.57,60.75,91.69,41.79,742,30.29,0
3.334,1.493,42.93,18.27,76.83,110.86,540,36.4,1
3.803,1.958,31.68,53.77,93.99,34.39,516,29.81,0
3.629,1.946,31.38,94.24,98.23,34.99,379,25.79,0
2.828,2.656,27.05,58.23,89.96,52.48,541,32.58,1
3.036,1.748,29.36,44.44,90.44,50.43,902,28.35,1
3.529,2.568,50.24,36.85,86.23,62.01,595,33.76,1
3.679,2.566,22.77,72.88,93.78,42.13,326,27.87,0
3.738,2.247,36.71,65.02,92.46,33.58,610,25.4,0
3.528,1.647,33.76,34.45,76.38,76.03,615,31.17,1
3.641,2.428,61.94,70.94,75.36,57.17,507,26.74,1
3.608,1.875,27.23,76.65,91.78,37.81,485,27.27,0
3.683,2.863,28.56,71.86,99.06,39.36,582,32.85,0
3.514,2.212,22.71,40.31,92.95,40.91,748,28.72,0
3.677,2.56,30.16,56.18,97.69,43.65,692,23.37,0
2.871,2.526,37.93,41.12,93.72,44.12,649,23.22,1
3.849,1.802,27.9,94.65,90.07,45.99,188,29.9,0
3.656,2.287,33.33,56.4,74.64,93.18,867,26.05,1
3.853,2.736,30.19,97.65,99.06,50.28,757,31.35,0
3.818,1.5,33.57,85.99,96.02,35.12,58,24.12,0
3.533,2.217,48.72,62.5,76.99,56.73,732,32.4,1
2.846,1.657,40.8,33.92,81.04,52.34,440,22.16,1
3.748,1.887,27.29,84.26,96.05,43.56,94,31.61,0
2.876,3.286,32.6,59.37,83.55,44.33,1132,39.22,1
3.036,1.998,38.5,57.13,82.32,51.46,875,28.72,1
2.833,2.645,30.7,22.06,81.86,49.09,559,33.52,1
3.569,1.541,55.35,60.11,81.27,30.95,966,30.78,1
3.682,2.197,47.75,43.12,83.03,53.11,1088,37.55,1
3.851,1.533,31.99,59.18,91.42,35.64,750,30.9,0
3.513,1.844,64.56,39.22,81.55,47.14,537,34.67,1
3.606,1.992,41.88,32.68,89.37,109.72,1066,33.73,1
3.04,3.333,31.26,17.58,87.57,49.23,1167,23.38,1
3.481,2.104,49.39,45.61,80.3,45.02,1044,26.22,1
3.725,2.364,46.41,37.7,78.02,58.85,522,32.33,1
2.928,2.265,36.16,34.03,86.41,60.77,1170,27.93,1
3.803,2.424,32.98,77.81,91.95,42.54,759,29.62,0
3.656,2.407,29.98,42.3,95.44,39.63,629,27.34,0
3.685,2.723,31.5,78.17,90.35,41.16,657,28.01,0
2.876,2.385,25.4,34.26,83.18,54.41,418,28.38,1
3.721,1.19,26.03,63.52,98.2,37.36,392,29.71,0
3.589,1.881,54.3,74.63,78.66,58.35,1189,37.24,1
2.929,2.676,28.31,36.48,85.48,49.98,1087,28.25,1
3.494,2.498,57.56,51.17,86.49,53.07,1038,37.89,1
3.031,2.087,42.8,19.22,92.84,48.25,367,29.24,1
2.852,1.621,28.42,50.34,87.49,57.54,797,30.45,1
3.742,3.214,31.0,90.44,91.11,42.13,152,30.14,0
3.591,3.015,48.02,51.64,84.02,48.22,777,26.6,1
3.658,1.989,31.32,69.85,97.73,39.83,147,27.42,0
3.349,2.193,32.51,33.91,81.69,93.8,1431,33.9,1
3.61,2.602,45.26,79.24,77.28,38.64,509,30.53,1
3.602,1.454,29.09,46.04,97.7,28.29,765,22.91,0
3.73,2.12,28.02,84.97,96.51,43.97,789,27.43,0
3.329,2.224,36.09,50.87,73.43,103.96,983,26.85,1
3.789,1.123,26.68,45.29,90.89,43.94,100,34.71,0
3.731,1.821,52.5,32.21,82.23,54.98,576,35.23,1
3.613,2.755,27.47,66.94,96.38,46.2,745,28.18,0
3.785,1.927,25.2,93.32,90.78,40.69,360,25.03,0
3.477,1.897,33.97,26.79,85.46,107.61,580,34.99,1
3.885,2.912,26.55,59.24,96.11,37.75,793,26.47,0
3.548,1.946,39.55,37.88,70.94,83.99,1258,31.22,1
3.639,1.366,33.41,77.49,95.94,34.3,622,32.88,0
3.563,0.669,55.73,46.65,84.58,47.28,804,29.76,1
2.996,2.383,37.28,16.09,90.18,46.04,1146,24.72,1
2.94,1.877,27.37,47.98,83.15,53.56,1134,34.01,1
3.84,1.97,58.66,75.25,85.21,43.48,508,36.9,1
3.618,2.701,45.11,42.07,89.7,46.53,814,27.22,1
3.468,2.043,33.81,57.25,86.98,104.09,895,34.24,1
3.717,1.147,30.3,45.68,97.5,36.77,165,27.86,0
3.658,1.66,28.62,64.07,85.35,114.72,1196,26.37,1
3.551,2.046,33.13,43.02,92.37,35.81,721,29.41,0
3.652,2.346,32.55,80.83,97.79,48.53,181,30.68,0
2.934,2.56,31.85,15.09,91.23,47.3,942,35.6,1
3.843,1.351,31.0,68.69,99.81,46.64,755,28.48,0
3.59,1.899,31.24,92.57,96.1,40.49,487,31.1,0
3.739,1.741,24.28,52.58,98.79,41.14,152,30.17,0
3.734,1.718,51.54,55.22,75.3,49.7,919,33.78,1
3.894,2.864,30.62,95.88,92.41,48.69,241,23.33,0
3.774,1.857,52.68,65.54,80.26,49.82,1037,33.02,1
3.634,0.859,28.14,50.66,90.26,42.08,211,31.99,0
3.5,1.062,50.9,61.38,84.01,66.27,409,19.27,1
2.897,2.302,34.57,43.28,81.87,56.36,526,30.68,1
3.617,1.961,30.64,61.1,81.15,111.65,657,34.75,1
3.054,2.592,35.68,24.96,83.61,58.03,663,19.67,1
3.914,2.428,30.04,93.56,98.3,38.38,157,29.59,0
3.7,1.896,36.57,79.78,91.48,33.02,377,32.01,0
3.742,3.039,53.76,26.45,87.69,59.77,427,37.87,1
3.796,1.95,35.45,72.37,95.25,35.61,566,23.98,0
3.649,1.554,45.59,62.68,79.9,55.78,960,29.21,1
3.659,1.967,35.53,95.01,92.15,31.44,415,28.39,0
3.423,2.911,35.22,69.54,82.56,78.01,1008,29.54,1
3.813,1.724,32.7,94.27,92.41,37.4,519,24.0,0
3.812,1.727,29.71,66.44,94.4,37.29,63,24.81,0
3.385,1.627,32.54,64.8,77.08,70.12,878,25.59,1
